paper_id,source,cell_type,original_symbol,old_decision,gate1_status,new_decision,action,marker_id,reason
DOI_10.64898_2025.12.18.695268,A_exclude,endothelial cells,GJA5,exclude,pass,include,appended,M01044,GJA5 is used as the arterial endothelial marker in both snRNA-seq and Xenium analyses.
DOI_10.64898_2025.12.18.695268,A_exclude,endothelial cells,PECAM1,exclude,pass,include,appended,M01045,PECAM1 is used together with GJA5 to identify arterial endothelial cells; also listed in Methods for stromal annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,endothelial cells,MMRN1,exclude,pass,include,appended,M01046,MMRN1 is part of the marker combination defining lymphatic endothelial cells.
DOI_10.64898_2025.12.18.695268,A_exclude,endothelial cells,TFF3,exclude,pass,include,appended,M01047,TFF3 is part of the marker combination defining lymphatic endothelial cells.
DOI_10.64898_2025.12.18.695268,A_exclude,endothelial cells,FLT1,exclude,pass,include,appended,M01048,FLT1 is used as the venous endothelial marker in both snRNA-seq and Xenium analyses.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast,DCN,exclude,pass,include,appended,M01049,DCN is explicitly listed in Methods as a marker used to annotate fibroblasts.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast,PDGFRA,exclude,pass,include,appended,M01050,PDGFRA is explicitly listed in Methods as a marker used to annotate fibroblasts.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-0,HHIP,exclude,pass,include,appended,M01051,HHIP positivity is explicitly used to define xFB-0.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-0,PTCH1,exclude,pass,include,appended,M01052,PTCH1 is part of the marker combination defining xFB-0 as well as xFB-5.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-5,HHIP,exclude,pass,include,appended,M01053,HHIP negativity is explicitly used together with PTCH1 to distinguish xFB-5 from xFB-0; polarity corrected to negative.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-5,PTCH1,exclude,pass,include,appended,M01054,PTCH1 is part of the marker combination defining xFB-5.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-7,DCN,exclude,pass,include,appended,M01055,DCN is part of the marker combination defining peri-neuronal fibroblast xFB-7.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-7,NGFR,exclude,pass,include,appended,M01056,NGFR is part of the marker combination defining xFB-7.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-8,CCL11,exclude,pass,include,appended,M01057,CCL11 is used as the marker identifying xFB-8 in the artery-associated niche.
DOI_10.64898_2025.12.18.695268,A_exclude,fibroblast xFB-9,CXCL14,exclude,pass,include,appended,M01058,CXCL14 is used as the marker identifying xFB-9 in the vein-associated niche.
DOI_10.64898_2025.12.18.695268,A_exclude,immune cells,CD45,exclude,pass,include,appended,M01059,CD45 (PTPRC) is explicitly applied as an antibody marker to identify immune cells during Xenium cell segmentation; this is a marker-based identification step.
DOI_10.64898_2025.12.18.695268,A_exclude,macrophages,LYVE1,exclude,pass,include,appended,M01060,LYVE1 is used as the defining marker for the second macrophage subpopulation.
DOI_10.64898_2025.12.18.695268,A_exclude,macrophages,MS4A7,exclude,pass,include,appended,M01061,MS4A7 is used as the defining marker for one macrophage subpopulation in Xenium annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,peri-urothelial fibroblasts xFB-0,PTCH1,exclude,pass,include,appended,M01062,PTCH1 is explicitly used to label peri-urothelial fibroblast xFB-0.
DOI_10.64898_2025.12.18.695268,A_exclude,peri-urothelial fibroblasts xFB-5,HHIP,exclude,pass,include,appended,M01063,HHIP is explicitly used to label peri-urothelial fibroblast xFB-5 in the spatial annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,pericytes,ADGRF5,exclude,pass,include,appended,M01064,ADGRF5 is explicitly labeled as a pericyte marker in the Xenium spatial annotation figure.
DOI_10.64898_2025.12.18.695268,A_exclude,pericytes,CSPG4,exclude,pass,include,appended,M01065,CSPG4 is the marker used to define pericytes.
DOI_10.64898_2025.12.18.695268,A_exclude,plasma cells,KI67,exclude,pass,include,appended,M01066,KI67 is explicitly used to define the KI67+ plasma cell subpopulation; standardized to MKI67.
DOI_10.64898_2025.12.18.695268,A_exclude,Schwann cells (nerve bundle),NRXN1,exclude,pass,include,appended,M01067,"NRXN1 is labeled as a nerve marker in fig. S3E and the main text identifies the NRXN1+ cells as Schwann cells; the same gene-cell association is already in the total table, retained here for candidate"
DOI_10.64898_2025.12.18.695268,A_exclude,smooth muscle cells,ACTA2,exclude,pass,include,appended,M01068,ACTA2 is used in the marker combination defining the general smooth muscle cell subset.
DOI_10.64898_2025.12.18.695268,A_exclude,smooth muscle cells,MYLK,exclude,pass,include,appended,M01069,MYLK is used in the marker combination defining general smooth muscle cells.
DOI_10.64898_2025.12.18.695268,A_exclude,smooth muscle cells,RGS5,exclude,pass,include,appended,M01070,RGS5 is used as the marker for vascular smooth muscle cells in both snRNA-seq and Xenium annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,stromal cells (non-fibroblast),ACTA2,exclude,pass,include,appended,M01071,ACTA2 is explicitly listed among markers used to annotate the non-fibroblast stromal compartment in Xenium.
DOI_10.64898_2025.12.18.695268,A_exclude,stromal cells (non-fibroblast),MYLK,exclude,pass,include,appended,M01072,MYLK is explicitly listed among markers used to annotate the non-fibroblast stromal compartment.
DOI_10.64898_2025.12.18.695268,A_exclude,stromal cells (non-fibroblast),PECAM1,exclude,pass,include,appended,M01073,PECAM1 is explicitly listed among markers used to annotate the non-fibroblast stromal compartment.
DOI_10.64898_2025.12.18.695268,A_exclude,stromal cells (non-fibroblast),RGS5,exclude,pass,include,appended,M01074,RGS5 is explicitly listed among markers used to annotate the non-fibroblast stromal compartment.
DOI_10.64898_2025.12.18.695268,A_exclude,stromal cells (non-fibroblast),XKR4,exclude,pass,include,appended,M01075,"XKR4 is explicitly listed among markers used to annotate the non-fibroblast stromal compartment; separate from its Schwann-cell annotation, which is already in the total table."
DOI_10.64898_2025.12.18.695268,A_exclude,umbrella cells,UPK3A,exclude,pass,include,appended,M01076,UPK3A is explicitly used to label umbrella cells in the Xenium spatial annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,KRT5,exclude,pass,include,appended,M01077,"KRT5 is explicitly listed in Methods as a marker used for urothelial cell annotation, satisfying Marker identity and annotation-use criteria."
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,UPK3A,exclude,pass,include,appended,M01078,UPK3A is explicitly listed in Methods as a urothelial annotation marker.
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,ADAMTS9,exclude,pass,include,appended,M01079,ADAMTS9 is part of the marker combination defining basal urothelial cells.
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,KRT13,exclude,pass,include,appended,M01080,KRT13 is part of the marker combination used to define the basal urothelial layer.
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,ABCC3,exclude,pass,include,appended,M01081,ABCC3 is part of the marker combination defining intermediate urothelial cells.
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,KI67,exclude,pass,include,appended,M01082,KI67 is explicitly used to identify the proliferative urothelial subpopulation; standardized to MKI67.
DOI_10.64898_2025.12.18.695268,A_exclude,urothelial cells,UPK1A,exclude,pass,include,appended,M01083,UPK1A is used in the marker combination defining umbrella urothelial cells.
DOI_10.64898_2025.12.18.695268,A_exclude,vascular smooth muscle cells,RGS5,exclude,pass,include,appended,M01084,RGS5 is explicitly used to label vascular smooth muscle cells in the spatial annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,venous endothelial cells,FLT1,exclude,pass,include,appended,M01085,FLT1 is explicitly designated as the venous marker in the Xenium spatial annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,venous endothelial cells,PECAM1,exclude,pass,include,appended,M01086,PECAM1 is used to label venous endothelial cells in the vein-associated ROI.
DOI_10.64898_2025.12.18.695268,A_exclude,Xenium fibroblast xFB-8,CCL11,exclude,pass,include,appended,M01087,CCL11 is explicitly used to label fibroblast xFB-8 in the spatial annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,xFB-7 (Xenium fibroblast 7),NGFR,exclude,pass,include,appended,M01088,NGFR is explicitly described as the xFB-7-specific marker in the supplementary spatial annotation.
DOI_10.64898_2025.12.18.695268,A_exclude,xFB-9 (Xenium fibroblast 9),CXCL14,exclude,pass,include,appended,M01089,CXCL14 is explicitly described as the xFB-9-specific marker in the supplementary spatial annotation.
DOI_10.1126_science.aat5031,A_exclude,cDC1,THBD,exclude,pass,include,appended,M01090,作者以 CD141/THBD 作为 cDC1 的定义 Marker。
DOI_10.1126_science.aat5031,A_exclude,cDC1,XCR1,exclude,pass,include,appended,M01091,作者以 XCR1 作为 cDC1 的定义 Marker。
DOI_10.1126_science.aat5031,A_exclude,cDC2,CD1c,exclude,pass,include,appended,M01092,作者以 CD1c 表达定义 cDC2 亚群。
DOI_10.1126_science.aat5031,A_exclude,classical myeloid DC (cDC),CD14,exclude,pass,include,appended,M01093,CD14- 是作者用于定义 cDC 的阴性 Marker，用于与单核来源巨噬细胞区分。
DOI_10.1126_science.aat5031,A_exclude,classical myeloid DC (cDC),CD11c,exclude,pass,include,appended,M01094,作者以 CD11c+ 表型定义 cDC，并用于髓系 DC 亚群注释。
DOI_10.1126_science.aat5031,A_exclude,MNP cluster,CD1C,exclude,pass,include,appended,M01095,图 3C 为经典髓系 Marker 面板；作者用这些基因在 MNPc 中的表达将其注释为含 cDC1/cDC2 的簇，属于注释用途。
DOI_10.1126_science.aat5031,A_exclude,MNP cluster,CLEC9A,exclude,pass,include,appended,M01096,图 3C Marker 面板中 CLEC9A 在 MNPc 的表达被用于识别其中的 cDC 成分，属注释用途。
DOI_10.1126_science.aat5031,A_exclude,MNP cluster,THBD,exclude,pass,include,appended,M01097,图 3C Marker 面板中 CD141/THBD 在 MNPc 的表达被用于判断其含 cDC1，属注释用途。
DOI_10.1126_science.aat5031,A_exclude,MNP cluster,XCR1,exclude,pass,include,appended,M01098,图 3C Marker 面板中 XCR1 在 MNPc 的表达被用于判断该簇包含 cDC1/cDC2，属注释用途。
DOI_10.1126_science.aat5031,new_finding,MNP clusters (MNPa-d),HLA-DRA,never_reported,pass,include,appended,M01099,作者以 HLA-DRA 作为 MHCII 代表基因，展示所有 MNP 簇表达，用于髓系谱系注释；弥补 MHCII 复合物无法作为单一基因收录。
DOI_10.1126_science.aat5031,new_finding,MNP clusters (MNPa-d),ITGAX,never_reported,pass,include,appended,M01100,ITGAX/CD11c 是图 3C 经典髓系 Marker 面板中的基因，作者以所有 MNP 簇表达 ITGAX 作为 MNP 区室鉴定依据。
DOI_10.1126_science.aat5031,new_finding,MNPa and MNPd,CD14,never_reported,pass,include,appended,M01101,CD14 是经典单核/巨噬细胞 Marker，作者用其区分 MNPa/MNPd 与其他 MNP 亚群，属注释 Marker。
DOI_10.1126_science.aat5031,new_finding,MNPb,FCGR3A,never_reported,pass,include,appended,M01102,CD16/FCGR3A 用于标记非经典单核样 MNPb 亚群，是 MNP 亚群注释 Marker。
DOI_10.1126_science.aat5031,A_exclude,monocyte-derived macrophages,CD14,exclude,pass,include,appended,M01103,CD14 与 CD11c/MHCII 共同被作者用于定义单核来源巨噬细胞，属于注释 Marker。
DOI_10.1126_science.aat5031,A_exclude,monocyte-derived macrophages,CD11c,exclude,pass,include,appended,M01104,作者明确将 CD11c 表达作为单核来源巨噬细胞（CD11c+MHCII+CD14+）的鉴定 Marker，并用于 MNP 亚群注释；物种为人，层级或范围不构成排除理由。
DOI_10.1126_science.aat5031,A_exclude,pelvic epithelium (PE),KRT17,exclude,pass,include,appended,M01105,作者明确称 KRT17 为肾盂上皮（PE）的 Marker，并以 CK17+ 细胞识别 PE；属正式 Marker，细胞类型范围不构成排除理由。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Arterial endothelial cells,BMX,never_audited,pass,include,appended,M01106,BMX 为 arterial endothelial cluster 的注释 Marker，在 Fig 1E 中用于内皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Arterial endothelial cells,GJA5,never_audited,pass,include,appended,M01107,GJA5 为 arterial endothelial cluster 的阳性注释 Marker，在 Fig 1E 中用于内皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,B Cells,CD79A,never_audited,pass,include,appended,M01108,CD79A 为 B Cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,B Cells,CD79B,never_audited,pass,include,appended,M01109,CD79B 为 B Cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,B Cells,MS4A1,never_audited,pass,include,appended,M01110,MS4A1 为 B Cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,basal urothelium,KRT13,never_audited,pass,include,appended,M01111,KRT13 为 basal urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,basal urothelium,KRT17,never_audited,pass,include,appended,M01112,KRT17 为 basal urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,basal urothelium,KRT5,never_audited,pass,include,appended,M01113,KRT5 为 basal urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,new_finding,basal urothelium,MKI67,never_reported,pass,include,appended,M01114,MKI67 虽为增殖相关基因，但在 Fig 1C 注释 dot plot 的 basal urothelium Marker 集合中列出，作者据此进行尿路上皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,CXCL14hi fibroblast,CXCL14,never_audited,pass,include,appended,M01115,CXCL14 为 CXCL14hi fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,CXCL14hi fibroblast,GPC3,never_audited,pass,include,appended,M01116,GPC3 为 CXCL14hi fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,CXCL14hi fibroblast,NFGR,never_audited,pass,include,appended,M01117,NFGR 为 NGFR 的异写/别名；作为 CXCL14hi fibroblast 的注释 Marker 在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Dendritic cells (DC),CIITA,never_audited,pass,include,appended,M01118,CIITA 为 DC 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Dendritic cells (DC),CLEC10A,never_audited,pass,include,appended,M01119,CLEC10A 为 DC 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Fibroblasts,COL1A1,never_audited,pass,include,appended,M01120,COL1A1 为 fibroblast clusters 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Fibroblasts,DCN,never_audited,pass,include,appended,M01121,DCN 为 fibroblast clusters 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Fibroblasts,PDGFRA,never_audited,pass,include,appended,M01122,PDGFRA 为 fibroblast clusters 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,General endothelial cells,GJA5,never_audited,pass,include,appended,M01123,GJA5 在 general endothelial cluster 注释中作为阴性 Marker (GJA5-) 使用，用于与动脉内皮区分。
DOI_10.1016_j.isci.2024.111628,B_unaudited,General endothelial cells,LYVE1,never_audited,pass,include,appended,M01124,LYVE1 在 general endothelial cluster 注释中作为阴性 Marker (LYVE1-) 使用，用于与淋巴内皮区分。
DOI_10.1016_j.isci.2024.111628,B_unaudited,General endothelial cells,PECAM1,never_audited,pass,include,appended,M01125,PECAM1 为 general endothelial cluster 的阳性注释 Marker，在 Fig 1E 中用于内皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,General endothelial cells,SELP,never_audited,pass,include,appended,M01126,SELP 在 general endothelial cluster 注释中作为阴性 Marker (SELP-) 使用，用于与静脉内皮区分。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Immune cells,IL7R,never_audited,pass,include,appended,M01127,IL7R 被作者用作免疫细胞 marker，并通过 Fig 1B feature plot 参与免疫区室识别/归类。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Immune cells,PTPRC,never_audited,pass,include,appended,M01128,PTPRC 被作者用作免疫 compartment 的 marker，并通过 Fig 1B feature plot 参与免疫区室识别/归类。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intermediate (transitional) urothelial cells,AKR1C2,never_audited,pass,include,appended,M01129,AKR1C2 为 intermediate urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intermediate (transitional) urothelial cells,CDHR5,never_audited,pass,include,appended,M01130,CDHR5 为 intermediate urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intermediate (transitional) urothelial cells,GATA3,never_audited,pass,include,appended,M01131,GATA3 为 intermediate urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intermediate (transitional) urothelial cells,IL1RAPL2,never_audited,pass,include,appended,M01132,IL1RAPL2 为 intermediate urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intermediate (transitional) urothelial cells,TP63,never_audited,pass,include,appended,M01133,TP63 为 intermediate urothelium 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intra-muscular fibroblast,C7,never_audited,pass,include,appended,M01134,C7 为 intra-muscular fibroblast 的阳性注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Intra-muscular fibroblast,PCOLCE2,never_audited,pass,include,appended,M01135,PCOLCE2 在 intra-muscular fibroblast 注释中作为阴性 Marker (PCOLCE2-) 使用，用于与其他成纤维细胞亚群区分。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lamina propria fibroblast,GAS1,never_audited,pass,include,appended,M01136,GAS1 为 lamina propria fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lamina propria fibroblast,MFAP5,never_audited,pass,include,appended,M01137,MFAP5 为 lamina propria fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lamina propria fibroblast,PCOLCE2,never_audited,pass,include,appended,M01138,PCOLCE2 为 lamina propria fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lamina propria fibroblast,PI16,never_audited,pass,include,appended,M01139,PI16 为 lamina propria fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lymphatic endothelial cells,CD36,never_audited,pass,include,appended,M01140,CD36 为 lymphatic endothelial cluster 的注释 Marker，在 Fig 1E 中用于内皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lymphatic endothelial cells,LYVE1,never_audited,pass,include,appended,M01141,LYVE1 为 lymphatic endothelial cluster 的阳性注释 Marker，在 Fig 1E 中用于内皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Lymphatic endothelial cells,TFF3,never_audited,pass,include,appended,M01142,TFF3 为 lymphatic endothelial cluster 的注释 Marker，在 Fig 1E 中用于内皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Macrophage,C1QA,never_audited,pass,include,appended,M01143,C1QA 为 macrophage 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Macrophage,C1QB,never_audited,pass,include,appended,M01144,C1QB 为 macrophage 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Macrophage,C1QC,never_audited,pass,include,appended,M01145,C1QC 为 macrophage 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Mast cells,KIT,never_audited,pass,include,appended,M01146,KIT 为 mast cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Mast cells,TPSAB1,never_audited,pass,include,appended,M01147,TPSAB1 为 mast cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Mast cells,TPSB2,never_audited,pass,include,appended,M01148,TPSB2 为 mast cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Monocytes,S100A8,never_audited,pass,include,appended,M01149,S100A8 为 monocytes 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Monocytes,S100A9,never_audited,pass,include,appended,M01150,S100A9 为 monocytes 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Myofibroblast,MYH11,never_audited,pass,include,appended,M01151,MYH11 为 myofibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Myofibroblast,MYLK,never_audited,pass,include,appended,M01152,MYLK 为 myofibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Natural killer (NK) cells,CD247,never_audited,pass,include,appended,M01153,CD247 为 NK cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Natural killer (NK) cells,GZMB,never_audited,pass,include,appended,M01154,GZMB 为 NK cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Natural killer (NK) cells,KLRD1,never_audited,pass,include,appended,M01155,KLRD1 为 NK cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Neutrophils,AQP9,never_audited,pass,include,appended,M01156,AQP9 为 neutrophils 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Neutrophils,GK,never_audited,pass,include,appended,M01157,GK 为 neutrophils 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Neutrophils,TREM1,never_audited,pass,include,appended,M01158,TREM1 为 neutrophils 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Peri-urothelial fibroblast,APOE,never_audited,pass,include,appended,M01159,APOE 为 peri-urothelial fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Peri-urothelial fibroblast,LAMC3,never_audited,pass,include,appended,M01160,LAMC3 为 peri-urothelial fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Peri-urothelial fibroblast,PTCH1,never_audited,pass,include,appended,M01161,PTCH1 为 peri-urothelial fibroblast 的注释 Marker，在 Fig 1E 中用于基质细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Plasma cells,CD27,never_audited,pass,include,appended,M01162,CD27 为 plasma cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Plasma cells,JCHAIN,never_audited,pass,include,appended,M01163,JCHAIN 为 plasma cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Plasma cells,SLAMF7,never_audited,pass,include,appended,M01164,SLAMF7 为 plasma cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Smooth muscle cells,ACTA2,never_audited,pass,include,appended,M01165,ACTA2 为 general smooth muscle cells 的注释 Marker，在 Fig 1E 中用于平滑肌分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Smooth muscle cells,ACTG2,never_audited,pass,include,appended,M01166,ACTG2 为 general smooth muscle cells 的注释 Marker，在 Fig 1E 中用于平滑肌分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Smooth muscle cells,DES,never_audited,pass,include,appended,M01167,DES 为 general smooth muscle cells 的注释 Marker，在 Fig 1E 中用于平滑肌分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,T cells,CD8A,never_audited,pass,include,appended,M01168,CD8A 为 T cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,T cells,CD8B,never_audited,pass,include,appended,M01169,CD8B 为 T cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,T cells,Il7R,never_audited,pass,include,appended,M01170,IL7R (原文写为 Il7R) 为 T cells 的注释 Marker，在 Fig 1D dot plot 中用于免疫细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Umbrella cells,KRT20,never_audited,pass,include,appended,M01171,KRT20 为 umbrella cells 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Umbrella cells,UPK1A,never_audited,pass,include,appended,M01172,作者明确称 UPK1A 为 umbrella cells 的 marker，并在 Fig 1B 中用于尿路上皮/伞细胞识别。
DOI_10.1016_j.isci.2024.111628,new_finding,Umbrella cells,UPK1B,never_reported,pass,include,appended,M01173,UPK1B 在 Fig 1C 的 umbrella cells 注释 Marker 集合中列出，用于尿路上皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Umbrella cells,UPK2,never_audited,pass,include,appended,M01174,UPK2 虽候选记录归为 Urothelial cells，但论文在 Fig 1C 注释 dot plot 中将其作为 umbrella cells 的 Marker 集合成员，用于尿路上皮分型。
DOI_10.1016_j.isci.2024.111628,new_finding,Umbrella cells,UPK3A,never_reported,pass,include,appended,M01175,UPK3A 在 Fig 1C 的 umbrella cells 注释 Marker 集合中列出，用于尿路上皮细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Umbrella cells,UPK3B,never_audited,pass,include,appended,M01176,UPK3B 为 umbrella cells 的注释 Marker，在 Fig 1C dot plot 中用于细胞分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Uroepithelial basal cells,KRT5,never_audited,pass,include,appended,M01177,作者明确称 KRT5 为 uroepithelial basal cells 的 marker，并在 Fig 1B 中用于尿路上皮/基底细胞识别。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Vascular smooth muscle cells,MCAM,never_audited,pass,include,appended,M01178,MCAM 为 vascular smooth muscle cells 的注释 Marker，在 Fig 1E 中用于血管平滑肌分型。
DOI_10.1016_j.isci.2024.111628,B_unaudited,Vascular smooth muscle cells,NOTCH3,never_audited,pass,include,appended,M01179,NOTCH3 为 vascular smooth muscle cells 的注释 Marker，在 Fig 1E 中用于血管平滑肌分型。
