paper_id,cell_type,subtype,species,is_pns_cell,gene,evidence_level,source_section,source_context
DOI_10.1038_s41588_022_01243_4,secretory goblet/club,,human,false,SCGB1A1,explicit,Extended Data Fig. 7 legend (panel e),"smFISH staining of secretory goblet/club (SCGB1A1), ciliated (FOXJ1) and duct (ALDH1A3/RARRES1) in human bronchus section."
DOI_10.1038_s41588_022_01243_4,ciliated,,human,false,FOXJ1,explicit,Extended Data Fig. 7 legend (panel e),"smFISH staining of secretory goblet/club (SCGB1A1), ciliated (FOXJ1) and duct (ALDH1A3/RARRES1) in human bronchus section."
DOI_10.1038_s41588_022_01243_4,duct,,human,false,ALDH1A3,explicit,"Extended Data Fig. 7 legend (panel e, i)",smFISH staining of ... duct (ALDH1A3/RARRES1) in human bronchus section; smFISH staining for ... duct (ALDH1A3) ...
DOI_10.1038_s41588_022_01243_4,duct,,human,false,RARRES1,explicit,Extended Data Fig. 7 legend (panel e),smFISH staining of ... duct (ALDH1A3/RARRES1) in human bronchus section.
DOI_10.1038_s41588_022_01243_4,muscle,,human,false,TAGLN,explicit,Extended Data Fig. 7 legend (panel i),"smFISH staining for muscle (TAGLN), basal epithelia (KRT14), duct (ALDH1A3) and myoepithelium (FHOD3) in human bronchi sections."
DOI_10.1038_s41588_022_01243_4,basal epithelia,,human,false,KRT14,explicit,Extended Data Fig. 7 legend (panel i),"smFISH staining for muscle (TAGLN), basal epithelia (KRT14), duct (ALDH1A3) and myoepithelium (FHOD3) in human bronchi sections."
DOI_10.1038_s41588_022_01243_4,myoepithelium,,human,false,FHOD3,explicit,Extended Data Fig. 7 legend (panel i),"smFISH staining for muscle (TAGLN), basal epithelia (KRT14), duct (ALDH1A3) and myoepithelium (FHOD3) in human bronchi sections."
DOI_10.1038_s41588_024_01702_0,Secretory—SCGB1A1+/SCGB3A2+,,human,false,SCGB1A1,implied,Fig. 3,Cell type name in Fig. 3: Secretory—SCGB1A1+/SCGB3A2+
DOI_10.1038_s41588_024_01702_0,Secretory—SCGB1A1+/SCGB3A2+,,human,false,SCGB3A2,implied,Fig. 3,Cell type name in Fig. 3: Secretory—SCGB1A1+/SCGB3A2+
DOI_10.1038_s41588_024_01702_0,Secretory—SCGB1A1+/MUC5B+,,human,false,SCGB1A1,implied,Fig. 3,Cell type name in Fig. 3: Secretory—SCGB1A1+/MUC5B+
DOI_10.1038_s41588_024_01702_0,Secretory—SCGB1A1+/MUC5B+,,human,false,MUC5B,implied,Fig. 3,Cell type name in Fig. 3: Secretory—SCGB1A1+/MUC5B+
DOI_10.1038_s41588_024_01702_0,Secretory—SCGB3A2+,,human,false,SCGB3A2,implied,Fig. 3,Cell type name in Fig. 3: Secretory—SCGB3A2+
DOI_10.1038_s41588_024_01702_0,KRT5−/KRT17+,,human,false,KRT17,implied,Fig. 3,Cell type name in Fig. 3: KRT5−/KRT17+
DOI_10.1038_s41588_024_01702_0,CD4,,human,false,CD4,implied,Fig. 3,Cell type name in Fig. 3: CD4
DOI_10.1038_s41588_024_01702_0,CD8/NKT,,human,false,CD8,implied,Fig. 3,Cell type name in Fig. 3: CD8/NKT
DOI_10.1038_s41588_024_01702_0,Macrophage − SPP1+,,human,false,SPP1,implied,Fig. 2c,Cell type name in Fig. 2c: Macrophage − SPP1+
DOI_10.1038_s41588_024_01702_0,CA4+ capillary,,human,false,CA4,implied,Fig. 2d,Cell type name in Fig. 2d: CA4+ capillary
DOI_10.1038_s41588_024_01702_0,WNT2+ FB,,human,false,WNT2,implied,Fig. 2c,Cell type name in Fig. 2c: WNT2+ FB
DOI_10.1038_s41588_025_02158_6,Schwann cells,,human,true,PLP1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PLP1 is a marker for Schwann cells.
DOI_10.1038_s41588_025_02158_6,Schwann cells,,human,true,CDH19,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CDH19 is a marker for Schwann cells.
DOI_10.1038_s41588_025_02158_6,macrophages,,human,false,CD68,explicit,Fig. 7 legend,"UMAP plots showing cells from monoculture and co-culture with THP-1 macrophages, colored by the normalized expression levels of PHOX2B and CD68 for the CHLA15 cell line."
DOI_10.1038_s41588_025_02158_6,T cells,,human,false,CD247,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD247 is a marker for T cells.
DOI_10.1038_s41588_025_02158_6,T cells,,human,false,CD96,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD96 is a marker for T cells.
DOI_10.1038_s41588_025_02158_6,B cells,,human,false,PAX5,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PAX5 is a marker for B cells.
DOI_10.1038_s41588_025_02158_6,B cells,,human,false,MS4A1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; MS4A1 is a marker for B cells.
DOI_10.1038_s41588_025_02158_6,Neuroblasts,,human,NA,PHOX2B,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PHOX2B is a marker for Neuroblasts.
DOI_10.1038_s41588_025_02158_6,Neuroblasts,,human,NA,ISL1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; ISL1 is a marker for Neuroblasts.
DOI_10.1038_s41588_025_02158_6,Adrenal cortex cells,,human,false,CYP11A1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CYP11A1 is a marker for Adrenal cortex cells.
DOI_10.1038_s41588_025_02158_6,Adrenal cortex cells,,human,false,CYP11B1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CYP11B1 is a marker for Adrenal cortex cells.
DOI_10.1038_s41588_025_02158_6,Kidney cells,,human,false,DCDC2,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; DCDC2 is a marker for Kidney cells.
DOI_10.1038_s41588_025_02158_6,Kidney cells,,human,false,PKHD1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PKHD1 is a marker for Kidney cells.
DOI_10.1038_s41588_025_02158_6,Dendritic cells,,human,false,IRF8,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; IRF8 is a marker for Dendritic cells.
DOI_10.1038_s41588_025_02158_6,Dendritic cells,,human,false,FLT3,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; FLT3 is a marker for Dendritic cells.
DOI_10.1038_s41588_025_02158_6,Endothelial cells,,human,false,PECAM1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PECAM1 is a marker for Endothelial cells.
DOI_10.1038_s41588_025_02158_6,Endothelial cells,,human,false,PTPRB,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PTPRB is a marker for Endothelial cells.
DOI_10.1038_s41588_025_02158_6,Fibroblasts,,human,false,PDGFRB,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PDGFRB is a marker for Fibroblasts.
DOI_10.1038_s41588_025_02158_6,Fibroblasts,,human,false,DCN,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; DCN is a marker for Fibroblasts.
DOI_10.1038_s41588_025_02158_6,Hepatocytes,,human,false,ALB,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; ALB is a marker for Hepatocytes.
DOI_10.1038_s41588_025_02158_6,Macrophages,,human,false,CD163,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD163 is a marker for Macrophages.
DOI_10.1038_s41588_025_02158_6,Macrophages,,human,false,CD86,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD86 is a marker for Macrophages.
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-baseline,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-baseline,human,NA,PHOX2A,implied,Results p.5 (Extended Data Fig. 7b),"Canonical adrenergic transcription factor motifs (PHOX2A, PHOX2B and GATA3) were differentially accessible specifically in the ADRN-proliferating and ADRN-baseline states."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-baseline,human,NA,GATA3,implied,Results p.5 (Extended Data Fig. 7b),"Canonical adrenergic transcription factor motifs (PHOX2A, PHOX2B and GATA3) were differentially accessible specifically in the ADRN-proliferating and ADRN-baseline states."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,PHOX2A,implied,Results p.5 (Extended Data Fig. 7b),"Canonical adrenergic transcription factor motifs (PHOX2A, PHOX2B and GATA3) were differentially accessible specifically in the ADRN-proliferating and ADRN-baseline states."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,GATA3,implied,Results p.5 (Extended Data Fig. 7b),"Canonical adrenergic transcription factor motifs (PHOX2A, PHOX2B and GATA3) were differentially accessible specifically in the ADRN-proliferating and ADRN-baseline states."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,EZH2,implied,"Results p.5 (Fig. 3c, Extended Data Fig. 7d)","expression of many state-specific genes (for example, EZH2, TOP2A and MKI67) was unchanged or increased"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,TOP2A,implied,"Results p.5 (Fig. 3c, Extended Data Fig. 7d)","expression of many state-specific genes (for example, EZH2, TOP2A and MKI67) was unchanged or increased"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,MKI67,implied,"Results p.5 (Fig. 3c, Extended Data Fig. 7d)","expression of many state-specific genes (for example, EZH2, TOP2A and MKI67) was unchanged or increased"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-proliferating,human,NA,SMC4,implied,Results p.5 (Extended Data Fig. 6g),identified ADRN-proliferating-specific SMC4 enhancers with MAZ and CTCF motifs
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-calcium,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-dopaminergic,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,YAP1,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,ETS2,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,ETV6,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,ELF1,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,KLF7,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,RUNX1,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state"
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,NECTIN2,implied,Results p.5 (Extended Data Fig. 7e),NECTIN2 was upregulated in the MES state and associated with multiple enhancers
DOI_10.1038_s41588_025_02158_6,neoplastic cell,MES,human,NA,APOE,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci."
DOI_10.1038_s41588_025_02158_6,Macrophage,Proliferating,human,false,MKI67,explicit,Results p.7 (Fig. 4b),identified a proliferating state (MKI67 and TOP2A)
DOI_10.1038_s41588_025_02158_6,Macrophage,Proliferating,human,false,TOP2A,explicit,Results p.7 (Fig. 4b),identified a proliferating state (MKI67 and TOP2A)
DOI_10.1038_s41588_025_02158_6,Macrophage,IL18+,human,false,IL18,explicit,Results p.7 (Fig. 4b),a pro-inflammatory state (IL18)
DOI_10.1038_s41588_025_02158_6,Macrophage,CCL4+,human,false,CCL4,explicit,Results p.7 (Fig. 4b),two pro-angiogenic states (CCL4 and VCAN)
DOI_10.1038_s41588_025_02158_6,Macrophage,VCAN+,human,false,VCAN,explicit,Results p.7 (Fig. 4b),two pro-angiogenic states (CCL4 and VCAN)
DOI_10.1038_s41588_025_02158_6,Macrophage,C1QC+SPP1+,human,false,C1QC,explicit,Results p.7 (Fig. 4b),an immunosuppressive state (C1QC and SPP1)
DOI_10.1038_s41588_025_02158_6,Macrophage,C1QC+SPP1+,human,false,SPP1,explicit,Results p.7 (Fig. 4b),an immunosuppressive state (C1QC and SPP1)
DOI_10.1038_s41588_025_02158_6,Macrophage,F13A1+,human,false,F13A1,explicit,Results p.7 (Fig. 4b),a tissue-resident state with the highest expression of a phagocytosis gene (F13A1)
DOI_10.1038_s41588_025_02158_6,Macrophage,HS3ST2+,human,false,HS3ST2,explicit,Results p.7 (Fig. 4b),a lipid-associated state (HS3ST2)
DOI_10.1038_s41588_025_02158_6,Macrophage,THY1+,human,false,THY1,explicit,Results p.7 (Fig. 4b),an undefined state expressing THY1
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Phox2b,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Isl1,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Hand2,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Peg10,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Tubb3,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Th,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Slc18a2,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Agtr2,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Atp2a2,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Neuroblast,,mouse,NA,Mki67,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Phox2b, Isl1, Hand2, Peg10, Tubb3, Th, Slc18a2, Agtr2, Atp2a2, Mki67"
DOI_10.1038_s41588_025_02158_6,Macrophage,,mouse,false,Cd68,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Cd68, Grn, Csf1r"
DOI_10.1038_s41588_025_02158_6,Macrophage,,mouse,false,Grn,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Cd68, Grn, Csf1r"
DOI_10.1038_s41588_025_02158_6,Macrophage,,mouse,false,Csf1r,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Cd68, Grn, Csf1r"
DOI_10.1038_s41588_025_02158_6,Endothelial,,mouse,false,Pecam1,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Pecam1, Cdh5"
DOI_10.1038_s41588_025_02158_6,Endothelial,,mouse,false,Cdh5,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Pecam1, Cdh5"
DOI_10.1038_s41588_025_02158_6,Fibroblast,,mouse,false,Fn1,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Fn1, Pdgfrb, Col1a2"
DOI_10.1038_s41588_025_02158_6,Fibroblast,,mouse,false,Pdgfrb,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Fn1, Pdgfrb, Col1a2"
DOI_10.1038_s41588_025_02158_6,Fibroblast,,mouse,false,Col1a2,inferred,Fig. 5c,"Dotplot showing normalized expression levels of marker genes and the percentages of cells expressing them for each annotated cell type; gene list includes Fn1, Pdgfrb, Col1a2"
DOI_10.1038_s41588_025_02158_6,neoplastic cells,,human,true,PHOX2B,explicit,Fig. 7 legend,"UMAP plots showing cells from monoculture and co-culture with THP-1 macrophages, colored by the normalized expression levels of PHOX2B and CD68 for the CHLA15 cell line."
DOI_10.1038_s41588_025_02158_6,macrophage,immunosuppressive,human,false,A2M,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,immunosuppressive,human,false,CD84,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,immunosuppressive,human,false,HLA-E,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,immunosuppressive,human,false,SPP1,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,angiogenic,human,false,VCAN,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,angiogenic,human,false,VEGFA,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,angiogenic,human,false,VAV2,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,angiogenic,human,false,CXCR4,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,phagocytic,human,false,MERTK,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,phagocytic,human,false,MRC1,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,proinflammatory,human,false,IL18,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,proinflammatory,human,false,CD80,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages."
DOI_10.1038_s41588_025_02158_6,macrophage,THY1+,human,false,THY1,explicit,Extended Data Fig.8d,Proportions of THY1+ and proliferating macrophages in diagnosis and post-therapy samples. Significance was assessed using a one-sided Wilcoxon signed-rank test (n = 22 pairs).
DOI_10.1038_s41588_025_02158_6,macrophage,CD163+CD206hi,human,false,CD163,explicit,Extended Data Fig.10h,"Distance from each neuroblast cell to the nearest CD163+CD206hi macrophage across samples, stratified by neuroblast population."
DOI_10.1038_s41588_025_02158_6,macrophage,CD163+CD206hi,human,false,CD206,explicit,Extended Data Fig.10h,"Distance from each neuroblast cell to the nearest CD163+CD206hi macrophage across samples, stratified by neuroblast population."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-Proliferating,human,NA,SMC4,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-Baseline,human,NA,ZIC2,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-Calcium,human,NA,KCNQ3,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,ADRN-Dopaminergic,human,NA,DBH,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci."
DOI_10.1038_s41588_025_02158_6,neoplastic cell,Interm-OxPhos,human,NA,RPL32,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci."
DOI_10.1038_s41588_025_02158_6,neuroblast,ADRN-like-2,human,NA,ERBB4,explicit,Extended Data Fig.10g,"Comparison of the density of TGFA protein quantified by CODEX between neighbors of ADRN-like-2 (ERBB4hi) neuroblasts and the neighbors of other neuroblasts (top), and between diagnosis and post-therapy samples (bottom)."
DOI_10.1038_s41591_023_02327_2,SPP1+ profibrotic monocyte-derived macrophages,,human,false,SPP1,explicit,Abstract (p.1),"shared cell states across multiple lung diseases, including SPP1+ profibrotic monocyte-derived macrophages in COVID-19, pulmonary fibrosis and lung carcinoma."
DOI_10.1038_s41591_023_02327_2,migratory dendritic cells,,human,false,CCR7,explicit,Results p.1565,"These cell types include migratory dendritic cells31,32 (n=312 cells, expressing CCR7, LAD1 and COL19)"
DOI_10.1038_s41591_023_02327_2,migratory dendritic cells,,human,false,LAD1,explicit,Results p.1565,"These cell types include migratory dendritic cells31,32 (n=312 cells, expressing CCR7, LAD1 and COL19)"
DOI_10.1038_s41591_023_02327_2,migratory dendritic cells,,human,false,COL19,explicit,Results p.1565,"These cell types include migratory dendritic cells31,32 (n=312 cells, expressing CCR7, LAD1 and COL19)"
DOI_10.1038_s41591_023_02327_2,hematopoietic stem cells,,human,false,SPINK2,explicit,Results p.1565,"hematopoietic stem cells (n=60, expressing SPINK2, STMN, PRSS57 and CD34)"
DOI_10.1038_s41591_023_02327_2,hematopoietic stem cells,,human,false,STMN,explicit,Results p.1565,"hematopoietic stem cells (n=60, expressing SPINK2, STMN, PRSS57 and CD34)"
DOI_10.1038_s41591_023_02327_2,hematopoietic stem cells,,human,false,PRSS57,explicit,Results p.1565,"hematopoietic stem cells (n=60, expressing SPINK2, STMN, PRSS57 and CD34)"
DOI_10.1038_s41591_023_02327_2,hematopoietic stem cells,,human,false,CD34,explicit,Results p.1565,"hematopoietic stem cells (n=60, expressing SPINK2, STMN, PRSS57 and CD34)"
DOI_10.1038_s41591_023_02327_2,hillock-like epithelial cells,,human,false,KRT6A,explicit,Results p.1565,"highly proliferative hillock-like epithelial cells not previously reported in adult human lung (n=4,600, expressing KRT6A, KRT13 and KRT14)"
